time_utc,open,high,low,close,volume,is_complete
2025-10-04T14:00:00+00:00,31337.0,31337.0,31337.0,31337.0,1,True
2025-10-05T08:00:00+00:00,31130.0,31442.0,31130.0,31442.0,2,True
2025-10-05T09:00:00+00:00,31300.0,31300.0,31300.0,31300.0,13,True
2025-10-05T11:00:00+00:00,31300.0,31300.0,31300.0,31300.0,1,True
2025-10-05T13:00:00+00:00,31300.0,31300.0,31300.0,31300.0,1,True
2025-10-05T15:00:00+00:00,31300.0,31300.0,31300.0,31300.0,1,True
2025-10-06T07:00:00+00:00,31450.0,31450.0,31450.0,31450.0,1,True
2025-10-06T08:00:00+00:00,31479.0,31479.0,31479.0,31479.0,1,True
2025-10-06T10:00:00+00:00,31824.0,32139.0,31824.0,32139.0,16,True
2025-10-06T11:00:00+00:00,31936.0,31936.0,31536.0,31536.0,3,True
2025-10-06T14:00:00+00:00,32297.0,32297.0,32297.0,32297.0,1,True
2025-10-06T16:00:00+00:00,32407.0,32413.0,32177.0,32177.0,3,True
2025-10-06T18:00:00+00:00,32179.0,32179.0,32179.0,32179.0,1,True
2025-10-07T06:00:00+00:00,32002.0,32104.0,32002.0,32104.0,3,True
2025-10-07T07:00:00+00:00,32204.0,32350.0,32204.0,32350.0,5,True
2025-10-07T08:00:00+00:00,32375.0,32405.0,32375.0,32405.0,3,True
2025-10-07T13:00:00+00:00,32349.0,32349.0,32349.0,32349.0,1,True
2025-10-07T16:00:00+00:00,32271.0,32427.0,32271.0,32427.0,2,True
2025-10-08T07:00:00+00:00,32320.0,32320.0,32320.0,32320.0,2,True
2025-10-08T09:00:00+00:00,32002.0,32002.0,31692.0,31692.0,4,True
2025-10-08T10:00:00+00:00,31695.0,31695.0,31695.0,31695.0,1,True
2025-10-08T12:00:00+00:00,31710.0,31713.0,31649.0,31649.0,6,True
2025-10-08T13:00:00+00:00,31506.0,31692.0,31506.0,31635.0,9,True
2025-10-08T14:00:00+00:00,31726.0,31726.0,31401.0,31450.0,10,True
2025-10-08T15:00:00+00:00,31500.0,31500.0,31200.0,31200.0,32,True
2025-10-08T17:00:00+00:00,31550.0,31550.0,31550.0,31550.0,1,True
2025-10-08T18:00:00+00:00,31401.0,31401.0,31401.0,31401.0,1,True
2025-10-08T19:00:00+00:00,31627.0,32535.0,31545.0,31610.0,77,True
2025-10-08T20:00:00+00:00,31624.0,31800.0,31622.0,31717.0,11,True
2025-10-09T06:00:00+00:00,31810.0,31832.0,31530.0,31785.0,32,True
2025-10-09T07:00:00+00:00,31874.0,31999.0,31554.0,31800.0,14,True
2025-10-09T08:00:00+00:00,31306.0,31698.0,31229.0,31698.0,12,True
2025-10-09T09:00:00+00:00,32034.0,32250.0,32034.0,32063.0,8,True
2025-10-09T10:00:00+00:00,32022.0,32022.0,31892.0,31892.0,10,True
2025-10-09T12:00:00+00:00,32042.0,32042.0,32042.0,32042.0,1,True
2025-10-09T14:00:00+00:00,32201.0,32484.0,32201.0,32484.0,3,True
2025-10-09T17:00:00+00:00,32189.0,32189.0,32189.0,32189.0,1,True
2025-10-10T08:00:00+00:00,32086.0,32086.0,32085.0,32085.0,4,True
2025-10-10T11:00:00+00:00,31986.0,31986.0,31985.0,31985.0,2,True
2025-10-10T14:00:00+00:00,31645.0,32031.0,31645.0,32031.0,6,True
2025-10-11T07:00:00+00:00,31689.0,31689.0,31689.0,31689.0,2,True
2025-10-13T09:00:00+00:00,31652.0,31773.0,31427.0,31773.0,12,True
2025-10-13T10:00:00+00:00,31759.0,31759.0,31759.0,31759.0,1,True
2025-10-13T11:00:00+00:00,31469.0,31583.0,31469.0,31583.0,2,True
2025-10-13T17:00:00+00:00,31705.0,31714.0,31572.0,31714.0,9,True
