factor,bin,n,avg_pnl,median_pnl,winrate,profit_factor,pnl_wo_top1
alpha_vol_roll_pctile,1,6,-42.41094620824101,-60.43741338302239,0.3333333333333333,0.11151564998147803,-275.7719702578491
alpha_vol_roll_pctile,2,7,-95.03451171218592,-58.54129531339417,0.14285714285714285,0.011619005186453753,-673.0618915945428
alpha_vol_roll_pctile,3,11,-0.522414446949291,-2.62475024842,0.45454545454545453,0.9737236726182363,-72.66341175591516
alpha_wick_lower_ratio,0,18,-48.76512486656343,-52.9751516535821,0.2777777777777778,0.1404262553830772,-944.6891004376148
alpha_wick_lower_ratio,1,6,-50.14233556430435,-62.145574296697326,0.16666666666666666,0.03458281272245695,-311.6310931176068
alpha_wick_lower_ratio,2,6,-5.57779620139361,-2.9813210569462054,0.5,0.7656010193974031,-96.71177148457437
alpha_wick_upper_ratio,0,12,-52.968701180805404,-54.75687044101248,0.3333333333333333,0.14387670800533556,-702.5412670091378
alpha_wick_upper_ratio,1,6,-26.02820789866062,-52.38668462667988,0.3333333333333333,0.4028597630267532,-219.41424166817643
alpha_wick_upper_ratio,2,6,-42.84888016258278,-57.7812681277921,0.16666666666666666,0.015134793725803708,-261.0441300369376
alpha_wick_upper_ratio,3,6,-27.201015942534028,-27.55668556495279,0.3333333333333333,0.22490218969302395,-199.92967516715217
raw_atr_expansion,0,6,-36.713606172802606,-57.81351098313709,0.3333333333333333,0.12713082835268655,-241.58793004521866
raw_atr_expansion,1,6,-52.19424173851627,-55.145069521352845,0.16666666666666666,0.024363416022749957,-320.98576004033896
raw_atr_expansion,2,6,-21.932694327665228,-55.126759017099516,0.3333333333333333,0.4446376714489265,-194.84116024220407
raw_atr_expansion,3,6,-82.56136707354915,-31.687586800505986,0.3333333333333333,0.028597063487144858,-506.0004634387755
raw_atr_expansion,4,6,-8.613597052854994,-5.68417810952411,0.3333333333333333,0.6672617051265028,-118.59843515660295
raw_candle_structure,0,6,-29.675504415795235,-66.43174151736403,0.3333333333333333,0.3717528147819512,-241.29802077098412
raw_candle_structure,1,6,-2.2866954557282235,0.6630494065104653,0.5,0.78900761549948,-50.44375224631738
raw_candle_structure,2,6,-51.92186003966621,-57.7812681277921,0.0,0.0,-302.78755426736905
raw_candle_structure,3,6,-52.53928038933015,-57.658570535064186,0.16666666666666666,0.03305723267833523,-326.0127620677617
raw_candle_structure,4,6,-65.59216606486842,-24.97229377173604,0.5,0.1961686100765759,-460.4698492286834
raw_ema_distance,0,6,-25.43992329479237,-29.995403543809694,0.16666666666666666,0.19393205842533082,-189.36311928070225
raw_ema_distance,1,6,-39.73974745010678,-62.145574296697326,0.3333333333333333,0.08239184104712412,-249.21556443242144
raw_ema_distance,2,6,-95.0573043782879,-58.15309623305381,0.16666666666666666,0.09982024970345411,-633.5888205459399
raw_ema_distance,3,6,-22.15281993872901,-31.719829655850972,0.3333333333333333,0.32301840073735877,-175.03127329642015
raw_ema_distance,4,6,-19.625711303472176,-24.268885910022327,0.5,0.40056555940064575,-184.67112066030603
raw_impulse_strength,0,6,-83.38280788086298,-64.69759483691524,0.3333333333333333,0.14456964515550777,-563.5418415613906
raw_impulse_strength,1,6,-44.85936261111586,-60.32107457164987,0.16666666666666666,0.13529823640739652,-311.2705293307412
raw_impulse_strength,2,6,-45.93435568814008,-60.92394415511891,0.3333333333333333,0.04096064290957732,-283.42644373808184
raw_impulse_strength,3,6,-34.69120755128491,-51.49802242315134,0.16666666666666666,0.04922742015916567,-218.92432503949018
raw_impulse_strength,4,6,6.852227366015602,4.003755374530304,0.5,1.5619702185926292,-25.803488643379353
raw_retest_speed,0,30,-40.403101273077645,-52.9751516535821,0.3,0.17856479633835753,-1279.0098910318025
