factor,bin,n,avg_pnl,median_pnl,winrate,profit_factor,pnl_wo_top1
alpha_atr_ratio_short_long,0,6,-8.845002531405628,-27.55668556495279,0.3333333333333333,0.6726118740222405,-119.98686802790672
alpha_atr_ratio_short_long,1,6,-27.650837906282913,-29.995403543809694,0.3333333333333333,0.08153511463541377,-176.6821071694782
alpha_atr_ratio_short_long,2,6,-40.55437961967886,-61.99063384862443,0.3333333333333333,0.07048915802329238,-253.95853871555377
alpha_atr_ratio_short_long,3,6,-89.96049672589025,-54.75687044101248,0.16666666666666666,0.037974442764735106,-561.0692733637445
alpha_atr_ratio_short_long,4,6,-35.00478958213059,-67.7955503974503,0.3333333333333333,0.3224820672640004,-273.27373176899624
alpha_body_ratio,0,6,-29.675504415795235,-66.43174151736403,0.3333333333333333,0.3717528147819512,-241.29802077098412
alpha_body_ratio,1,6,-2.2866954557282235,0.6630494065104653,0.5,0.78900761549948,-50.44375224631738
alpha_body_ratio,2,6,-51.92186003966621,-57.7812681277921,0.0,0.0,-302.78755426736905
alpha_body_ratio,3,6,-52.53928038933015,-57.658570535064186,0.16666666666666666,0.03305723267833523,-326.0127620677617
alpha_body_ratio,4,6,-65.59216606486842,-24.97229377173604,0.5,0.1961686100765759,-460.4698492286834
alpha_compression,0,7,-7.53118107081494,-8.74360597062822,0.2857142857142857,0.6628376448048744,-119.63512033517756
alpha_compression,1,7,-30.09031174481657,-51.74884372931152,0.42857142857142855,0.12186036447519978,-221.4092619454967
alpha_compression,2,4,5.02898261537437,12.62857103492198,0.75,1.2941518717306033,-43.12906381471522
alpha_compression,3,6,-46.64538877044487,-55.64553264454102,0.16666666666666666,0.13079532619726103,-321.9866862867153
alpha_compression,4,6,-114.83103105362285,-63.35099793602556,0.0,0.0,-630.4448910083429
alpha_expand_after_compress,0,30,-40.403101273077645,-52.9751516535821,0.3,0.17856479633835753,-1279.0098910318025
alpha_hour_norm,0,7,-13.12660478962531,-8.74360597062822,0.42857142857142855,0.5433008762344927,-155.13122780358987
alpha_hour_norm,1,5,-24.552198960772163,-53.46168242567863,0.2,0.3527921350378353,-189.6778476433338
alpha_hour_norm,2,7,-16.273826385428805,10.632260997480607,0.5714285714285714,0.4108443187324082,-150.64036420994967
alpha_hour_norm,3,5,-55.41322917612399,-62.19029476348908,0.2,0.027450619215274266,-284.88645548986136
alpha_hour_norm,4,6,-101.07714654707831,-53.00739450892709,0.0,0.0,-603.8381290340498
alpha_liq_sweep_bear,0,30,-40.403101273077645,-52.9751516535821,0.3,0.17856479633835753,-1279.0098910318025
alpha_liq_sweep_bull,0,24,-42.475124043566666,-52.9751516535821,0.3333333333333333,0.20293054194055066,-1086.319829885073
alpha_liq_sweep_bull,1,6,-32.11501019112155,-31.719829655850972,0.16666666666666666,0.020091694333892362,-196.6409102081702
alpha_range_position,0,6,-35.634280636453354,-65.22631787803579,0.3333333333333333,0.23912981547698137,-277.05067809493283
alpha_range_position,1,6,-32.83348148113506,-54.89424821519267,0.16666666666666666,0.17612575934003435,-239.11524255085644
alpha_range_position,2,6,-32.16091465682225,-52.11873230539855,0.3333333333333333,0.14200969324257906,-214.27178094933652
alpha_range_position,3,6,-24.303315255827624,-31.13488705349841,0.3333333333333333,0.2457093105331859,-182.54347104691377
alpha_range_position,4,6,-77.08351433514996,-35.85223205454656,0.3333333333333333,0.13911362912637554,-529.4179388503727
alpha_session_bucket,0,19,-17.29284279101261,-9.913491175333341,0.42105263157894735,0.4376121429185584,-395.4808658687126
alpha_session_bucket,1,9,-50.86112721126489,-62.100853829905574,0.1111111111111111,0.016797263515060296,-465.5704545106253
alpha_session_bucket,2,2,-212.8894401308529,-212.8894401308529,0.0,0.0,-373.2902593802202
alpha_vol_roll_pctile,0,6,-47.773203340189944,-57.81351098313709,0.16666666666666666,0.03623567282630145,-297.4162997729204
