instrument,timestamp,session,setup_type,side,pnl,return_risk_adj,win,risk_rub,entry_qty,signal_score,raw_impulse_strength,raw_atr_expansion,raw_retest_speed,raw_htf_score,raw_ema_distance,raw_candle_structure
history_1h_24m,2025-11-20 17:00:00+00:00,day,pullback,LONG,-260.410122805725,-1.1235400623874026,0,231.77644618419865,1.0080000000000002,0.6132613587369484,1.470790378006873,0.9822978717539032,0.0,1.0,2.808984143641804,1.0
history_1h_24m,2026-01-19 13:00:00+00:00,day,retest_fast,LONG,62.46457844458836,1.3005646127745734,1,48.02881597041833,0.85,0.7037591213109727,0.4774774774774775,1.4355445981566894,1.0,1.0,-1.468882063022789,0.5967741935483871
history_1h_24m,2026-01-22 15:00:00+00:00,day,pullback,LONG,-121.8738285536948,-1.2980185172572756,0,93.89221103811005,1.0080000000000002,0.7944947916666667,0.23958333333333334,1.4240959697705375,0.0,1.0,-0.05546758654383284,1.0
history_1h_24m,2026-01-23 08:00:00+00:00,morning,pullback,LONG,-123.3087314554437,-1.2935357753672039,0,95.32688140800691,1.0080000000000002,0.7158371877090333,0.25,0.9837032606240028,0.0,1.0,0.05505385331804171,1.0
history_1h_24m,2026-02-18 08:00:00+00:00,morning,retest_fast,LONG,86.19630744579308,0.7313589095034387,1,117.85773896473985,1.12,0.5547394506674851,0.3323615160349854,1.270816668204814,1.0,1.0,3.5187034301044835,0.2894736842105263
history_1h_24m,2026-02-24 09:00:00+00:00,morning,retest_fast,LONG,19.296818749490242,0.40015650826585986,1,48.223178558599464,0.85,0.5654752155172414,0.4943181818181818,1.7365551022612324,2.0,1.0,7.3016136228813595,0.8160919540229885
history_1h_24m,2026-02-26 18:00:00+00:00,evening,retest_fast,SHORT,186.25225348192126,2.288428654353318,1,81.38870885382873,1.12,0.7960761975314493,0.16666666666666666,1.1009006983435077,2.0,1.0,-2.218498517613554,0.7407407407407407
history_1h_24m,2026-03-19 07:00:00+00:00,morning,pullback,LONG,-123.54499530770201,-1.3057273206152462,0,94.61776081202682,1.0080000000000002,0.5576226016264567,1.0522388059701493,0.9631264627301894,0.0,1.0,2.714435998538579,0.723404255319149
