factor,raw_column,n_trades,n_nonnull,unreliable_small_sample,pearson_pnl,spearman_pnl,monotonic_bins,monotonicity_rho,spearman_train,spearman_test,sign_consistent,stability_score
impulse_strength,raw_impulse_strength,8,8,True,-0.6768844561865831,-0.6428571428571429,False,0.0,-0.2,,,0.0
atr_expansion,raw_atr_expansion,8,8,True,0.377529907445451,0.5714285714285714,False,0.0,0.7,,,0.0
retest_speed,raw_retest_speed,8,8,True,0.8430614388145953,0.8333333333333334,False,0.0,0.9,,,0.0
htf_score,raw_htf_score,8,8,True,,0.2857142857142857,False,0.0,0.6,,,0.0
ema_distance,raw_ema_distance,8,8,True,-0.22929832122273688,-0.30952380952380953,False,0.0,0.0,,,0.0
candle_structure,raw_candle_structure,8,8,True,-0.66185179603925,-0.5476190476190477,False,0.0,-0.9,,,0.0
