variant,n_trades,profit_factor,total_pnl_net_rub,pnl_without_top_1_trade,winrate,delta_pf_vs_baseline,delta_pnl_wo_top1_vs_baseline,classification
baseline_all_factors,22,0.17692957950021668,-463.34707783643506,-510.64883450374356,0.2727272727272727,0.0,0.0,baseline
drop_impulse_strength,26,0.25337369513424485,-483.08334240163174,-527.2703766544741,0.34615384615384615,0.07644411563402817,-16.62154215073059,harmful
drop_atr_expansion,23,0.18993698084733188,-464.8116211306061,-509.9874561499457,0.30434782608695654,0.0130074013471152,0.6613783537978861,harmful
drop_retest_speed,20,0.20665597646566836,-413.46476010737797,-464.1651941461105,0.3,0.02972639696545168,46.48364035763308,harmful
drop_htf_score,15,0.20136587213653823,-325.7689994701749,-369.4263190266795,0.2,0.02443629263632155,141.22251547706406,harmful
drop_ema_distance,27,0.2729630795501205,-473.88503320354727,-531.5701023100211,0.2962962962962963,0.09603350004990382,-20.921267806277513,harmful
drop_candle_structure,19,0.17651941847575892,-424.30865747603036,-467.41042259491246,0.21052631578947367,-0.00041016102445776137,43.2384119088311,neutral
