instrument,timestamp,session,setup_type,side,pnl,return_risk_adj,win,risk_rub,entry_qty,signal_score,raw_impulse_strength,raw_atr_expansion,raw_retest_speed,raw_htf_score,raw_ema_distance,raw_candle_structure,entry_bar,alpha_liq_sweep_bear,alpha_liq_sweep_bull,alpha_atr_ratio_short_long,alpha_vol_roll_pctile,alpha_compression,alpha_expand_after_compress,alpha_hour_norm,alpha_session_bucket,alpha_wick_upper_ratio,alpha_wick_lower_ratio,alpha_body_ratio,alpha_range_position,alpha_htf_pv_quality,alpha_v2_false_breakout_up,alpha_v2_false_breakout_dn,alpha_v2_ret_3bar_atr,alpha_v2_vol_regime,alpha_v2_dist_to_don_hi_atr,alpha_v2_dist_to_don_lo_atr,alpha_v2_price_zscore,alpha_v2_hour_sin,alpha_v2_hour_cos,alpha_v2_session_fine,alpha_v3_fail_break_2bar_up,alpha_v3_fail_break_2bar_dn,alpha_v3_ret5_atr_norm,alpha_v3_tr_over_atr_pctile,alpha_v3_dist_don10_hi_atr,alpha_v3_dist_don10_lo_atr,alpha_v3_zscore_20,alpha_v3_minute_of_day_norm,alpha_v3_dist_local_high_atr,alpha_v3_dist_local_low_atr,alpha_v3_pos_in_range_30,alpha_v3_upper_shadow_frac,alpha_v3_lower_shadow_frac,alpha_v3_body_signed_ratio,alpha_v3_pin_bar_score
history_1h_6m,2026-01-22 15:00:00+00:00,day,pullback,LONG,-81.64515211900128,-1.2980185172572758,0,62.899836199192436,0.6752747026380201,0.7296725348376619,0.23958333333333334,1.4240959697705375,0.0,0.9181041461979292,-0.008113613076653214,1.0,767,0.0,0.0,0.24701284762045783,0.62,0.38,0.0,0.625,0.6666666666666666,0.0,0.0,1.0,0.803921568627451,0.31753455164941036,0.0,0.0,0.5740764321459744,1.0,0.09259554018246795,0.3796417147481186,0.6075585577685891,-0.7071067811865475,-0.7071067811865477,0.6,0.0,0.0,0.5162042195319319,0.4666666666666667,0.09259554018246795,0.3796417147481186,0.5075692378140944,0.625,0.12346072024329059,0.9341861165075654,0.8208955223880597,0.0,0.0,1.0,0.0
history_1h_6m,2026-01-23 08:00:00+00:00,morning,pullback,LONG,-76.45652409145909,-1.2935357753672039,0,59.10661734095055,0.6250017770399214,0.6694572341084313,0.25,0.9837032606240028,0.0,0.9261852944226829,0.10128585952824828,1.0,775,0.0,0.0,0.24609680910298765,0.46,0.38,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.8071895424836601,0.38487745352235775,0.0,0.0,0.5952553976997866,1.0,0.08968194357905446,0.3754481366784144,0.6057792192814881,0.8660254037844387,-0.4999999999999998,0.2,0.0,1.0,0.4977199505869732,0.5,0.009120197652107233,0.3754481366784144,0.5427595226622537,0.3333333333333333,0.11957592477207261,0.9160731863894376,0.8071895424836601,0.0,0.0,1.0,0.0
